"slug","state","answer"
"reason_3_not_enrolling_child","VT",""
"ans_1_type_activity","VT","Opportunities for physical activity"
"p_for_ans_1_type_activity","VT","97.6"
"ans_2_type_activity","VT","Opportunities for reading or writing"
"p_for_ans_2_type_activity","VT","79.7"
"ans_3_type_activity","VT","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","VT","79.2"
"ans_4_type_activity","VT","Music or art"
"p_for_ans_4_type_activity","VT","78.8"
"ans_5_type_activity","VT","Homework assistance"
"p_for_ans_5_type_activity","VT","76.6"
"p_of_parents_programs_excite_abt_learning","VT","61.6"
"p_of_parents_programs_help_child_gain_skills","VT","64.3"
"p_of_parents_programs_reduce_risky","VT","66.3"
"p_of_parents_support_public_funding_2014","VT","87.8"
"p_of_parents_support_public_funding_2009","VT","84"
"p_of_parents_receive_public_funding","VT","9.1"
"p_of_parents_satisfied_child_program_2014","VT","95.4"
"p_of_parents_satisfied_child_program_2009","VT","92"
"p_of_parents_satisfied_child_program_2004","VT","93"
"p_of_parents_satisfied_program_safe","VT","93.2"
"p_of_parents_satisfied_program_quality_of_care","VT","88.9"
"ans_1_select_program","VT","Quality of care"
"p_for_ans_1_select_program","VT","89.3"
"ans_2_select_program","VT","My child enjoys the program"
"p_for_ans_2_select_program","VT","87.1"
"ans_3_select_program","VT","Is a safe haven"
"p_for_ans_3_select_program","VT","85.7"
"ans_4_select_program","VT","Knowledgeable and well-trained staff"
"p_for_ans_4_select_program","VT","84.2"
"ans_5_select_program","VT","Location is convenient"
"p_for_ans_5_select_program","VT","82"
"p_of_parents_program_public_school_bldg","VT","85.1"
"ans_1_program_provider","VT","Afterschool program run by a public school"
"ans_2_program_provider","VT","Other"
"ans_3_program_provider","VT","Afterschool program run by city or town (including Parks and Recreation Department)"
"ans_4_program_provider","VT","YMCA afterschool program"
"p_of_boys_program","VT","42"
"p_of_girls_program","VT","58"
"p_of_children_programs_qualify_federal_asst","VT","14.1"
"avg_dolllars_spent_per_week_program","VT","87.1"
"num_households_surveyed_2014","VT","205"
"num_children_screened_2014","VT","374"
"err_margin_households_surveyed_2014","VT","6.9"
"err_margin_children_screened_2014","VT","5.2"
"p_of_children_alone_2014_6_to_8","VT","21.9"
"p_of_children_alone_2014_9_to_12","VT","53.1"
"p_of_children_alone_2014_k_to_5","VT","2.8"
"p_of_children_in_programs_2014_6_to_8","VT","28.4"
"p_of_children_in_programs_2014_9_to_12","VT","11.2"
"p_of_children_in_programs_2014_k_to_5","VT","31.6"
"p_of_children_would_be_enrolled_2014_6_to_8","VT","34"
"p_of_children_would_be_enrolled_2014_9_to_12","VT","23.3"
"p_of_children_would_be_enrolled_2014_k_to_5","VT","38.2"
"is_top_ten","VT","TRUE"
"p_of_parents_working_parents_peace","VT","80.7"
"p_of_parents_working_parents_keep_jobs","VT","79.2"
"real_of_children_in_programs_2014","VT","21,690"
"real_of_children_would_be_enrolled_2014","VT","22,163"
"real_of_children_alone_2014","VT","21,690"
"intro_text","VT","Vermont is 1 of 6 states new to the top 10 list for afterschool in 2014.  A strong afterschool participation number and an increase in the average time children spend in afterschool programs are contributing factors to Vermont’s fourth-place ranking.  Strong parent satisfaction with their child’s afterschool program overall, the quality of care, and program cost are also drivers of Vermont’s entry into the top 10.  Despite the fact that 95 percent of Vermont parents are satisfied with their child’s afterschool program and 88 percent of parents support public funding for afterschool programs, unmet demand for afterschool programs in the state is high.  One in 3 children not enrolled in an afterschool program would be enrolled if one were available to them.  "
"p_of_parents_agree_should_provide_snacks","VT","69"
"p_of_parents_programs_offers_snacks","VT","79"
"p_of_parents_satisfied_programs_snacks","VT","90"
"p_of_parents_satisfied_healthy_snacks","VT","86"
"p_of_parents_snacks_important","VT","33"
"p_of_parents_healthy_snacks_important","VT","61"
"p_of_parents_agree_should_provide_physical","VT","80"
"p_of_parents_programs_offers_physical","VT","98"
"p_of_parents_satisfied_programs_physical_amount","VT","80"
"p_of_parents_satisfied_programs_physical_variety","VT","79"
"p_of_parents_physical_important","VT","72"
"p_family_child_summer_2013","VT","33"
"p_family_child_summer_2008","VT","31"
"p_family_want_summer","VT","53"
"p_of_parents_agree_summer_academic","VT","71"
"avg_hr_per_day_summer","VT","5.05"
"avg_weeks_per_summer","VT","4.21"
"avg_dollars_per_week_summer","VT","310.9"
"p_of_parents_support_public_funding_summer","VT","88"
"p_of_parents_support_public_funding_summer_2009","VT","80"
"p_of_parents_report_stem_learning_opp","VT","74"
"p_of_parents_satisfied_stem_program","VT","73"
"p_of_parents_consider_stem_as_factor","VT","55"
"p_of_parents_agree_children_gain_stem","VT","59"
"p_of_parents_agree_should_provide_stem","VT","75"
"p_of_children_in_programs_2014","VA","14.5"
"p_of_children_in_programs_2009","VA","16"
"p_of_children_in_programs_2004","VA","9"
"avg_hr_per_week_in_programs","VA","7.31"
"avg_day_per_week_in_programs","VA","3.67"
"p_of_children_would_be_enrolled_2014","VA","34.8"
"p_of_children_would_be_enrolled_2009","VA","34"
"p_of_children_would_be_enrolled_2004","VA","29"
"p_of_children_alone_2014","VA","18"
"p_of_children_alone_2009","VA","24"
"p_of_children_alone_2004","VA","27"
"avg_hr_per_week_alone","VA","7.73"
"reason_1_not_enrolling_child","VA","Preference for alternative activities"
"reason_2_not_enrolling_child","VA","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","VA",""
"ans_1_type_activity","VA","Opportunities for physical activity"
"p_for_ans_1_type_activity","VA","86.6"
"ans_2_type_activity","VA","Homework assistance"
"p_for_ans_2_type_activity","VA","76.8"
"ans_3_type_activity","VA","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","VA","75.1"
"ans_4_type_activity","VA","Opportunities for reading or writing"
"p_for_ans_4_type_activity","VA","68.2"
"ans_5_type_activity","VA","Academic programs/clubs"
"p_for_ans_5_type_activity","VA","66.1"
"p_of_parents_programs_excite_abt_learning","VA","63.9"
"p_of_parents_programs_help_child_gain_skills","VA","67.3"
"p_of_parents_programs_reduce_risky","VA","71.6"
"p_of_parents_support_public_funding_2014","VA","79"
"p_of_parents_support_public_funding_2009","VA","85"
"p_of_parents_receive_public_funding","VA","19.1"
"p_of_parents_satisfied_child_program_2014","VA","87"
"p_of_parents_satisfied_child_program_2009","VA","92"
"p_of_parents_satisfied_child_program_2004","VA","87"
"p_of_parents_satisfied_program_safe","VA","95"
"p_of_parents_satisfied_program_quality_of_care","VA","87.5"
"ans_1_select_program","VA","Is a safe haven"
"p_for_ans_1_select_program","VA","90.2"
"ans_2_select_program","VA","Quality of care"
"p_for_ans_2_select_program","VA","87.4"
"ans_3_select_program","VA","Location is convenient"
"p_for_ans_3_select_program","VA","84.9"
"ans_4_select_program","VA","The hours meet parents' needs"
"p_for_ans_4_select_program","VA","83"
"ans_5_select_program","VA","Their child enjoys the afterschool program"
"p_for_ans_5_select_program","VA","80.7"
"p_of_parents_program_public_school_bldg","VA","68.1"
"ans_1_program_provider","VA","Afterschool program run by a public school"
"ans_2_program_provider","VA","Afterschool program run by private school"
"ans_3_program_provider","VA","Boys & Girls Club afterschool program"
"ans_4_program_provider","VA",""
"p_of_boys_program","VA","52.4"
"p_of_girls_program","VA","47.6"
"p_of_children_programs_qualify_federal_asst","VA","30.9"
"avg_dolllars_spent_per_week_program","VA","118.7"
"num_households_surveyed_2014","VA","284"
"num_children_screened_2014","VA","1494"
"err_margin_households_surveyed_2014","VA","3.5"
"err_margin_children_screened_2014","VA","2.6"
"p_of_children_alone_2014_6_to_8","VA","18.1"
"p_of_children_alone_2014_9_to_12","VA","22.8"
"p_of_children_alone_2014_k_to_5","VA","2.6"
"p_of_children_in_programs_2014_6_to_8","VA","13"
"p_of_children_in_programs_2014_9_to_12","VA","7.6"
"p_of_children_in_programs_2014_k_to_5","VA","20.1"
"p_of_children_would_be_enrolled_2014_6_to_8","VA","27.7"
"p_of_children_would_be_enrolled_2014_9_to_12","VA","26.1"
"p_of_children_would_be_enrolled_2014_k_to_5","VA","42.9"
"is_top_ten","VA","FALSE"
"p_of_parents_working_parents_peace","VA","77.8"
"p_of_parents_working_parents_keep_jobs","VA","77.4"
"real_of_children_in_programs_2014","VA","190,444"
"real_of_children_would_be_enrolled_2014","VA","390,792"
"real_of_children_alone_2014","VA","236,414"
"intro_text","VA","After jumping ahead of the national afterschool program participation rate in 2009, Virginia lost ground in 2014 as afterschool program participation decreased from 16 percent to 15 percent.  The average time Virginia children spend in an afterschool program also dropped slightly below the national average, from 8 hours per week in 2009 to 7.31 hours in 2014.  And, while Virginia’s parent satisfaction with their child’s afterschool program remains high at 87 percent, it dropped slightly from 92 percent in 2009."
"p_of_parents_agree_should_provide_snacks","VA","71"
"p_of_parents_programs_offers_snacks","VA","75"
"p_of_parents_satisfied_programs_snacks","VA","83"
"p_of_parents_satisfied_healthy_snacks","VA","77"
"p_of_parents_snacks_important","VA","62"
"p_of_parents_healthy_snacks_important","VA","61"
"p_of_parents_agree_should_provide_physical","VA","85"
"p_of_parents_programs_offers_physical","VA","87"
"p_of_parents_satisfied_programs_physical_amount","VA","85"
"p_of_parents_satisfied_programs_physical_variety","VA","93"
"p_of_parents_physical_important","VA","63"
"p_family_child_summer_2013","VA","34"
"p_family_child_summer_2008","VA","26"
"p_family_want_summer","VA","51"
"p_of_parents_agree_summer_academic","VA","72"
"avg_hr_per_day_summer","VA","5.67"
"avg_weeks_per_summer","VA","5.61"
"avg_dollars_per_week_summer","VA","339.8"
"p_of_parents_support_public_funding_summer","VA","85"
"p_of_parents_support_public_funding_summer_2009","VA","84"
"p_of_parents_report_stem_learning_opp","VA","66"
"p_of_parents_satisfied_stem_program","VA","68"
"p_of_parents_consider_stem_as_factor","VA","48"
"p_of_parents_agree_children_gain_stem","VA","65"
"p_of_parents_agree_should_provide_stem","VA","71"
"p_of_children_in_programs_2014","WA","16.6"
"p_of_children_in_programs_2009","WA","12"
"p_of_children_in_programs_2004","WA","8"
"avg_hr_per_week_in_programs","WA","7.38"
"avg_day_per_week_in_programs","WA","3.42"
"p_of_children_would_be_enrolled_2014","WA","36.3"
"p_of_children_would_be_enrolled_2009","WA","27"
"p_of_children_would_be_enrolled_2004","WA","24"
"p_of_children_alone_2014","WA","19.7"
"p_of_children_alone_2009","WA","31"
"p_of_children_alone_2004","WA","31"
"avg_hr_per_week_alone","WA","8.34"
"reason_1_not_enrolling_child","WA","Preference for alternative activities"
"reason_2_not_enrolling_child","WA","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","WA",""
"ans_1_type_activity","WA","Opportunities for physical activity"
"p_for_ans_1_type_activity","WA","84.5"
"ans_2_type_activity","WA","Opportunities for reading or writing"
"p_for_ans_2_type_activity","WA","70.3"
"ans_3_type_activity","WA","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","WA","66.7"
"ans_4_type_activity","WA","Academic programs/clubs"
"p_for_ans_4_type_activity","WA","63.7"
"ans_5_type_activity","WA","STEM learning opportunities"
"p_for_ans_5_type_activity","WA","61.8"
"p_of_parents_programs_excite_abt_learning","WA","54"
"p_of_parents_programs_help_child_gain_skills","WA","66.9"
"p_of_parents_programs_reduce_risky","WA","69.6"
"p_of_parents_support_public_funding_2014","WA","82.7"
"p_of_parents_support_public_funding_2009","WA","80"
"p_of_parents_receive_public_funding","WA","16.3"
"p_of_parents_satisfied_child_program_2014","WA","87.1"
"p_of_parents_satisfied_child_program_2009","WA","87"
"p_of_parents_satisfied_child_program_2004","WA","100"
"p_of_parents_satisfied_program_safe","WA","83"
"p_of_parents_satisfied_program_quality_of_care","WA","81.2"
"ans_1_select_program","WA","Quality of care"
"p_for_ans_1_select_program","WA","79.7"
"ans_2_select_program","WA","My child enjoys the program"
"p_for_ans_2_select_program","WA","77.2"
"ans_3_select_program","WA","Location is convenient"
"p_for_ans_3_select_program","WA","76.7"
"ans_4_select_program","WA","Knowledgeable and well-trained staff"
"p_for_ans_4_select_program","WA","75.7"
"ans_5_select_program","WA","The hours meet parents' needs"
"p_for_ans_5_select_program","WA","75.3"
"p_of_parents_program_public_school_bldg","WA","69.6"
"ans_1_program_provider","WA","Afterschool program run by a public school"
"ans_2_program_provider","WA","Boys & Girls Club afterschool program"
"ans_3_program_provider","WA","YMCA afterschool program"
"ans_4_program_provider","WA",""
"p_of_boys_program","WA","59.6"
"p_of_girls_program","WA","40.4"
"p_of_children_programs_qualify_federal_asst","WA","29.1"
"avg_dolllars_spent_per_week_program","WA","108.6"
"num_households_surveyed_2014","WA","293"
"num_children_screened_2014","WA","1394"
"err_margin_households_surveyed_2014","WA","3.6"
"err_margin_children_screened_2014","WA","2.7"
"p_of_children_alone_2014_6_to_8","WA","20.3"
"p_of_children_alone_2014_9_to_12","WA","49.6"
"p_of_children_alone_2014_k_to_5","WA","1.4"
"p_of_children_in_programs_2014_6_to_8","WA","12.7"
"p_of_children_in_programs_2014_9_to_12","WA","10.9"
"p_of_children_in_programs_2014_k_to_5","WA","22.5"
"p_of_children_would_be_enrolled_2014_6_to_8","WA","36.9"
"p_of_children_would_be_enrolled_2014_9_to_12","WA","27.7"
"p_of_children_would_be_enrolled_2014_k_to_5","WA","40"
"is_top_ten","WA","FALSE"
"p_of_parents_working_parents_peace","WA","74.6"
"p_of_parents_working_parents_keep_jobs","WA","69.3"
"real_of_children_in_programs_2014","WA","183,099"
"real_of_children_would_be_enrolled_2014","WA","333,927"
"real_of_children_alone_2014","WA","217,293"
"intro_text","WA","Washington state has seen a steady increase in the percentage of children participating in an afterschool program—growing from 8 percent in 2004 to 12 percent in 2009 to 17 percent in 2014.  However, Washington’s afterschool participation rate still falls just below the national average.  Unmet demand for afterschool programs in Washington has also seen an upward trend, increasing from 24 percent in 2004 to 27 percent in 2009 to 36 percent in 2014.  "
"p_of_parents_agree_should_provide_snacks","WA","67"
"p_of_parents_programs_offers_snacks","WA","67"
"p_of_parents_satisfied_programs_snacks","WA","67"
"p_of_parents_satisfied_healthy_snacks","WA","66"
"p_of_parents_snacks_important","WA","49"
"p_of_parents_healthy_snacks_important","WA","55"
"p_of_parents_agree_should_provide_physical","WA","76"
"p_of_parents_programs_offers_physical","WA","85"
"p_of_parents_satisfied_programs_physical_amount","WA","74"
"p_of_parents_satisfied_programs_physical_variety","WA","77"
"p_of_parents_physical_important","WA","62"
"p_family_child_summer_2013","WA","24"
"p_family_child_summer_2008","WA","21"
"p_family_want_summer","WA","37"
"p_of_parents_agree_summer_academic","WA","71"
"avg_hr_per_day_summer","WA","4.39"
"avg_weeks_per_summer","WA","4.35"
