slug,state,place,text
ans_1_type_activity,Poverty,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,Poverty,text,"<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>STEM learning opportunities</li><li>Opportunities for reading or writing</li><li>Beverages, snacks and/or meals</li></ul>"
p_of_parents_satisfied_program_safe,Poverty,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,Poverty,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,Poverty,title,Most common afterschool program providers
ans_1_program_provider,Poverty,text,<ol><li>Public schools</li><li>Boys & Girls Clubs</li><li>YMCA</li></ol>
p_of_parents_program_public_school_bldg,Poverty,text,of parents living in communities of concentrated poverty report that their child's afterschool program is located in a public school building. 
p_of_parents_programs_excite_abt_learning,Poverty,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,Poverty,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,Poverty,text,77% of parents living in communities of concentrated poverty agree that afterschool programs can help children gain workforce skills. 
p_of_parents_programs_reduce_risky,Poverty,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,Poverty,text,83% of parents living in communities of concentrated poverty agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors.
p_of_parents_support_public_funding_2014,Poverty,text,of parents living in communities of concentrated poverty support public funding for afterschool programs.
FOOTNOTE,Poverty,text,"The percentages and projected numbers of children and families in <i>America After 3PM</i> are based on survey responses from parents. Nationally, 30,720 households were screened, and 13,709 households completed in-depth interviews.  Communities of concentrated poverty are neighborhoods, or groupings of neighborhoods, in a community where there is a high concentration of families that live below the federal poverty line.  In 2016, the federal poverty guideline for a family of four was $24,300.  Scholars have included areas with at least 20 percent of families living below the poverty line up to at least 40 percent of families living below the poverty line as a community of concentrated poverty.  For the purposes of <i>America After 3PM</i>, survey respondents designated as those living in communities of concentrated poverty are those that meet the two following criteria: 
1) Live in a zip code that falls within a census tract that the Census Bureau has designated as a community of concentrated poverty, and 
2) Live in a zip code that has a poverty rate of 30 percent or above. 
Based on the above criteria, 622 households living in communities of concentrated poverty were screened for this study."
just_text_demand_unmet,Poverty,title,What barriers to afterschool program enrollment are families facing?
just_text_demand_unmet,Poverty,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Lack of a safe way for their child to get to and come home from afterschool programs</li><li>Affordability of afterschool programs</li><li>Afterschool programs' hours of operation do not meet needs</li></ul>"
p_of_parents_working_parents_peace,Poverty,text,of parents living in communities of concentrated poverty agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_working_parents_keep_jobs,Poverty,text,of parents living in communities of concentrated poverty agree that afterschool programs help working parents keep their jobs.
p_of_parents_agree_should_provide_snacks,Poverty,title,"Parents that agree that afterschool programs should provide children healthy beverages, snacks and/or meals"
p_of_parents_programs_offers_snacks,Poverty,title,"Parents whose child's afterschool program offers beverages, snacks and/or meals"
health_snacks_double,Poverty,title,Parents satisfied with the food in their child's afterschool program
p_of_parents_snacks_important,Poverty,title,Parents that say that afterschool programs providing snacks/meals was very important in choosing their child's program
p_of_parents_healthy_snacks_important,Poverty,title,Parents that say that afterschool programs providing healthy snacks/meals was very important in choosing their child's program
p_of_parents_agree_should_provide_physical,Poverty,title,Parents that agree that afterschool programs should provide children opportunities to be physically active
p_of_parents_programs_offers_physical,Poverty,title,Parents whose child's afterschool program offers opportunities for physical activity
health_activity_double,Poverty,title,Parents satisfied with the physical activity in their child's afterschool program
p_of_parents_physical_important,Poverty,title,Parents that say that opportunities for physical activity was very important in choosing their child's afterschool program
p_family_child_summer_2013,Poverty,title,Families report at least one child is in a summer learning program
p_family_want_summer,Poverty,title,Families that say that they want their children enrolled in a summer learning program
p_of_parents_agree_summer_academic,Poverty,title,Parents that agree that summer activities are important
p_of_parents_agree_summer_academic,Poverty,text,of parents living in communities of concentrated poverty agree that summer activities that help their child maintain academic skills and learn new things are important.
avg_hr_per_day_summer,Poverty,title,Average time children spend in a summer learning program
avg_dollars_per_week_summer,Poverty,title,Average amount parents spend per week on summer learning programs
p_of_parents_support_public_funding_summer,Poverty,title,Parents support public funding for summer learning programs
p_of_parents_report_stem_learning_opp,Poverty,title,Parents that report that their child's afterschool program offers STEM learning opportunities
p_of_parents_satisfied_stem_program,Poverty,title,Parents satisfied with the STEM learning opportunities offered in their child's afterschool program
p_of_parents_consider_stem_as_factor,Poverty,title,Parents that considered STEM as a factor when selecting their child's afterschool program
p_of_parents_agree_children_gain_stem,Poverty,title,Parents that agree that children can gain STEM skills from afterschool programs
p_of_parents_agree_should_provide_stem,Poverty,title,Parents that agree that afterschool programs should offer STEM
p_of_parents_agree_should_provide_stem,Poverty,text,of parents living in communities of concentrated poverty agree that afterschool programs should provide opportunities to explore and engage in hands-on STEM learning. 
